posterId,title,description,somCoordinate,representationsCoordinate,clusterId
po002372,図書館週間,社団法人日本図書館協会、後援・文部省、活かせ！！讀書を生活に、昭和十年十一月一日ヨリ七日マデ、図書館週間,1567,,145.0
po002373,今月の文部省推薦図書,今月の・文部省・推薦図書、国劇史概観、髙野辰之著、春秋社、二．五〇、地上を行くもの、斎藤清衛著、改造社、一．六〇、日本農村教育、加藤完治著、東洋国書株式合資会社、二．五〇、レコード音楽讀本、野村光一著、中央公論社、一．八〇、三月推薦、文部省、Tanaka,838,,150.0
po002374,秋田県図書館週間,図書館週間、自11月1日至11月7日、y．、秋田県立秋田図書館、秋田県図書館協会,318,,144.0
po002375,読書週間,▼読書ノ秋！▼図書館ノ利用！、読書週間、自十月十五日、至十月二十一日、▼帯出図書派出出納所開設、▼日時、十月十五日ヨリ、▼場所、旧市街乃木町語学校内、關東廰博物館付属、図書館,968,114.0,143.0
po002377,山梨図書館週間,図書館週間、十一月ヨリ七日マデ、活かせ讀書を生活に、S.O、山梨県中央図書館、山梨県図書館協会、近習？町、深沢印刷,1531,,144.0
po002378,朝鮮図書館週間,全国一斉図書館週間、昭和十一年十一月一日より七日間、心田開發は図書館より、もろこしの文の林に咲く花の、実になる秋は君が代にして、八田知紀、主催、朝鮮読書聨盟、ポスター配付、朝鮮総督府図書館,933,,145.0
po002379,読書週間,読書週間、S、満鉄図書館、,1108,,143.0
po002380,図書館週間,鳥取県立図書館,1809,,145.0
po002381,山梨県図書館週間,図書館週間、昭和十一年十一月一日ヨリ七日マデ、国體明徴、図書館より、S.ogawa、山梨県中央図書館、山梨県図書館協会、甲府深沢印刷※下辺に230*320サイズの用紙貼り付けあり（画像左下）図書館週間に於ける協会の行事、於、山梨県立図書館、一、十一月四日…午前十時、第三回総会、一、十一月四日…午後一時、記念講演、山梨高等工業学校教授、御園生桂三郎先生、一、十一月一日より十一月七日まで、第三回展覧会、諸家所蔵郷土資料展、（甲府・深沢印刷）,94,,144.0
po002382,山形県読書週間,讀書週間、東北振興ハ図書館ヨリ、十一月一日ヨリ七日マデ、山形県中央図書館、山形県図書館協会,312,,144.0
po002383,信仰と迷信の展覧会,図書館週間、信仰と迷信の展覧会、期間、十一月一日ヨリ七日マデ、会場、千葉県図書館、主催、千葉県図書館、後援、中山文化研究所、十一月三日午後二時、信仰と迷信の講演会、文学博士醫学博士、富士川游氏,1301,,158.0
po002384,郷土勤皇事績展覧会,郷土勤皇事績展覧会、主催、名古屋市立図書館、名古屋市産業部観光課、時所、昭和十三年三月十九・二十・二十一日、午前九時より午後四時まで、名古屋市立図書館、名古屋中治印刷会社調整,970,,158.0
po002385,移動図書館,移動図書館、精神の糧は良書から、一、場所、宮己城町盈進小学校内、一、期間、八月十五日─三十一日、一、時間、午前九時─午後九時、一、閲覧・貸出─無料、一般夛数男女（児童は尋五以上）のご利用を歓迎します、一、図書館の夕べ「講演と映画」（二十二日午后七時）、主催、鹿児島県中央図書館,1949,,153.0
po002386,堺市立図書館閲覧人員統計表,自昭和八年一月至同年十二月、堺市立図書館閲覧人員統計表,494,,152.0
po002387,堺市立図書館閲覧者閲覧図書統計表,自昭和八年一月至同年十二月、、堺市立図書館閲覧者閲覧図書統計表,1773,,152.0
po002388,図書館と博物館週間行事,図書館と博物館習慣行事（十一月自一日至七日）、一、図書館事業先覚功勞者頌徳慰霊祭、十一月七日午后一時半、於図書館、無料公開、一、函館図書館公開、一、函館美術展於公会堂、一、函館図書館付属地学室、自一日至五日、先住民族館、水産館、自一日、至七日（整理番号02354の下辺についていたものと思われる）,762,,145.0
po002389,神戸市立図書館児童室統計表,神戸市立図書館児童室統計表、自昭和八年三月─至昭和九年二月、◎公開総日数、83日（日曜祭日ノミ公開、自午前八時、至午后五時、但シ八月ハ午前中毎日公開）、◎閲覧総人員、3923人、◎閲覧総冊数13872冊、●閲覧冊数一日平均、○閲覧人員一日平均,1413,,152.0
po002390,今月の文部省推薦図書,今月の・文部省・推薦図書、育ての心、倉橋惣三、刀江書店、一．五〇、学生と教養、鈴木利貞編、日本評論社、二．〇〇、吉田松陰、玖村敏雄、岩波書店、一．五〇、日本外交論、佐藤忠雄、国際経済研究所、二．〇〇、新興日本の工業と発明、大河内正敏、日本青年館、九〇、天文と宇宙、荒木俊馬、恒星社、二．八〇、芳賀矢文集、芳賀檀、冨山房、三．五〇、日本文化と佛教、辻善之助、大日本図書株式会社、一．〇〇、回顧七十年、正木直彦、学校美術協会、二．五〇（昭和十二年九月）、Tanaka、文部省,1916,,150.0
po002391,今月の文部省推薦図書,今月の・文部省・推薦図書、平野雑筆、森田恒友著、古今書院、一．八〇、黄金蟲、小宮豊隆著、小山書店、二．〇〇、人間の学としての倫理学、和辻哲郎著、岩波書店、〇．八〇、佛教聖典法句經講義、友松円諦著、第一書房、一．五〇、昭和九年六月推薦、Tanaka、文部省,556,55.0,150.0
po002392,電気科学館,大阪★四ツ橋、電気科学館、東洋唯一のプラネタリウム、動く電気の博物館、SA.,518,,215.0
po002393,神戸市立図書館児童室（階上）平面図,神戸市立図書館児童室（階上）平面図,570,,152.0
po002394,図書館週間,図書館週間、神明日本と正しい讀書、十一月自一日至七日、長崎県図書館、同回覧文庫,477,,145.0
po002395,秋田図書館週間,図書館週間、讀書で養へ、銃後の覚悟、自十一月一日、至十一月七日、秋田県立、秋田図書館、秋田県図書館協会,1548,,145.0
po002396,臨海文庫,臨海文庫、7月17日より8月15日まで、於、洲本大浜海水浴場、読書相談、図書閲覧無料、主催、兵庫県巡回文庫、洲本町立図書館,609,73.0,153.0
po002397,戊辰勤王七十年記念祭,戊辰勤王七十年記念祭、八月九日、報告祭、八幡秋田神社、午前九時、慰霊祭、招魂社、午前十時、記念供養碑除幕式並法要、八橋全良寺、午後二時、八月九、十、十一日、記念展覧会、於、秋田図書館、主催、秋田県、秋田市,1047,,127.0
po002398,全国一斉図書館週間,全国一斉図書館週間、昭和十二年十一月一日ヨリ七日マデ！、讀め！讀書の秋、燈火稍可親、可編可巻■、主催、朝鮮讀書同盟、後援、総督府・各道庁・府庁、ポスター配布・朝鮮総督府図書館,1197,139.0,145.0
po002399,石川県　読書週間,10月15日カラ21日マデ、讀書週間、石川県、向井經業堂印刷,664,,144.0
po002400,緑蔭文庫,緑蔭文庫、体位と智力の向上、五月五日より二十日まで、於、須广浦公園千鳥橋、主催、兵庫県巡回文庫、神戸市立図書館,173,,153.0
po002401,大原幽学先生遺墨遺品展覧会,図書館週間、大原幽学先生遺墨遺品展覧会、会期、十一月一日ヨリ七日マデ、会場、千葉市、千葉県図書館講堂、講演、十一月三日午後一時、演題、大原幽学先生、二松学舎専門学校、大東文化学院、教授、那智、佐典氏、主催、千葉県図書館,41,,158.0
po002402,図書館週間,図書館週間、十一月一日ヨリ七日マデ、鳥取県立図書館、馬場徳,1285,,145.0
po002403,埼玉県図書館デー,、月、日、及、月、日、埼玉県図書館デー、埼玉県、埼玉県図書館協会、埼玉県立図書館、場所、、、、タケノヤ、2591,835,,152.0
po002404,埼玉県図書館デー,2月28日及3月1日、埼玉県図書館デー、埼玉県、埼玉県図書館協会、埼玉県立図書館、場所、県立埼玉図書館、タケノヤ、2591,470,,152.0
po002405,東京市図書館週間,図書館週間、十一月一日より七日まで、今日も図書館楽しい読書、主催、東京市,600,,144.0
po002406,埼玉県図書館デー,埼玉県図書館デー、朝の読書は夕の幸福、2月24日、埼玉県、埼玉県図書館協会、埼玉県立埼玉図書館、1929．、Jonka.Urawa.,1053,,152.0
po002407,山梨県図書館週間,図書館週間、十一月一日ヨリ七日マデ、光は図書館より、山梨県中央図書館、山梨県図書館協会※下辺に230*335サイズの用紙貼り付けあり（画像左下）図書館週間ニ於ケル協会行事、一、十一月四日午前十時ヨリ、創立總会、一、十一月四日午後一時ヨリ、帝國図書館長松本喜一先生講演、一、十一月四日午後ヨリ十一月七日マデ、推薦図書展覧会、以上、於、県立図書館、（甲府市深澤印刷）,829,94.0,144.0
po002408,図書館週間,図書館週間、昭和九年十一月一日ヨリ七日マデ、親しめ読書、社団法人、日本図書館協会、後援、文部省,1320,,145.0
po002409,今月の文部省推薦図書,今月の・文部省・推薦図書、二宮尊徳傳、佐々井信太郎著、日本評論社、二．〇〇、ゲーテ論攷、木村謹治著、伊藤書林、三．〇〇、花鳥草紙、新村出著、中央公論社、一．八〇、沙漠の國、笠間杲雄著、岩波書店、一．八〇、文部省,2027,233.0,150.0
po002410,図書館記念日四月二日,図書館記念日四月二日※下辺に210*380サイズの用紙貼付有市立函館図書館玄関、市立函館図書館全景、市立函館図書館地質学上ノ標本室、市立函館図書館一般閲覧室、市立函館図書館児童室、市立函館図書館新聞室ノ一部,1187,135.0,132.0
po002411,小樽図書館週間,十月十五日ヨリ仝二十一日マデ、図書館週間、市立小樽図書館,1,,145.0
po002412,福岡県読書週間,読書週間、二月十一日ヨリ二月十七日マデ、長期建設の本義は、皇道日本の大陸化、福岡県図書館、※下辺に185*265サイズの用紙貼付有福岡県中央図書館展覧会、会場、福岡県立図書館展覧室、会期、二月十二日（日）十三日（月）十四日（火）の三日間、入場無料、来観歓迎、第一部、新舊志料対象展観、珍貴絵画図表類、第二部、兵法武術に關する図書展観、写本及木版本の稀■書、百■■、第三部、時局研究に關する図書展観、新舊図書刊行物類三百■■,390,,144.0
po002413,台湾博物館週間,台湾博物館週間11月1日ヨリ11月7日マデ、主催、台湾博物館協会,636,,145.0
po002414,第二十五回全国図書館大会,第二十五回全国図書館大会、郷土文化展覧会、十月十日十一日十二日、会場・石川県立図書館・石河県商品陳列所、国賓・図書・美術工藝・郷土参考品、公開後援会、十月十日午後一時ヨリ、会場・第四高等学校講堂、講師、帝國図書館長、松本喜一、京都帝國大学図書館長、新村出、早稲田大学名誉理事、市島謙吉、主催、日本図書館協会、宮市大丸、調製,1521,,159.0
po002415,朝鮮全国一斉図書館週間,全国一斉図書館週間、昭和十年十一月一日より七日間、最良の図書を最多数の人へ、主催、朝鮮總督府図書館、後援、朝鮮總督府・全鮮各道庁、京城、大海堂印刷株式会社印行,1522,,145.0
po002416,富山県図書館週間,図書館週間、昭和9年11月1日…七日マデ、振興ハ読書カラ、富山県図書館協会、後援、富山県、オフセット、越濱印刷,1392,,144.0
po002417,石川県読書週間,読書週間、R.ASANO.、十一月六日ヨリ仝月十二日マデ、主催、石川県,15,,144.0
po002418,千葉県読書週間,読書週間、十一月廿日ヨリ廿六日マデ、知識の取入れは今、千葉県図書館協会、後援、千葉県書籍商組合、TS,601,70.0,144.0
po002419,岩手県図書館週間,図書館週間、活かせ郷土、読めよ良書、昭和十年十一月一日ヨリ七日マデ、岩手県図書館協会、盛岡市,1087,128.0,144.0
po002420,台湾図書館週間,図書館週間一月十一日ヨリ十七日マデ、主唱、台湾図書館協会、台湾教育会、台湾總督府図書館、新高堂寄贈,95,,145.0
po002421,石川県図書館週間,図書館週間11月一日ヨリ七日マデ、活カセ図書館親シメ読書、石川県、石川県図書館協会、<金澤>明治印刷株式会社印行,365,,144.0
po002422,石川県図書館週間,図書館週間、更正は読書から、11月1日ヨリ七日マデ、石川県、石川県図書館協会、<金澤>明治印刷株式会社印行,444,,144.0
po002423,図書館週間,社団法人日本図書館協会、後援・文部省、活かせ！！読書を生活に、昭和十年十一月一日ヨリ七日マデ、図書館週間、不用図書ヲ寄附シテ下サイ、市立函館図書館、東京築地活版印刷所,1232,,145.0
po002424,石川県図書館週間,図書館週間、十一月一日ヨリ七日マデ、生カセ図書館親シメ読書、石川県、石川県図書館協会<金沢>明治印刷株式会社印行,448,,144.0
po002425,図書館週間,図書館週間、歌麿筆、日本図書館協会、東京銀座三間印刷所製、※下辺に250*335サイズの用紙貼付有昭和四年、図書館週間、講演及映画の会（東京市社会教育課東京市立図書館主催）四日午後二時より、三越ホール、日本橋區駿河町、講演、劇と映画の沓掛時次郎に就いて、長谷川伸氏、映画、沓掛時次郎、全八巻、五日、午後一時より、京橋公会堂、講演、京橋の昔と今、五日、午後六時より、市政会館講堂、講演、日本の剣客は誰れが強いか、映画、明歴風流陣、全十巻、展覧会、自一日至三日、大橋図書館、江戸城内装飾画展覧会、自四日至六日、京橋図書館、京橋區史料展覧会、選定図書展列、自一日至七日、東京堂、丸善、冨山房、三省堂、松坂屋、松屋、三越、白木屋、日本図書館協会、入場無料,1414,159.0,145.0
po002426,図書館週間,図書館週間、昭和八年十一月一日ヨリ七日マデ、読書の相談は図書館へ、社団法人日本図書館協会、後援、文部省、東京築地活版製造所印刷,1718,,145.0
po002427,秋田県立秋田図書館,秋田県立秋田図書館、生活の向上は読書から、秋田県立秋田図書館、秋田県立秋田図書館案内、本館正面・明治天皇聖蹟碑、本館施設經営の方針、普通閲覧室、講堂使用ノ一例・図書講習会、特別施設ノ一例・下濱海濱文庫、本館児童室、昭和六年十一月自十一日至十七日第八回図書館週間記念頒布、秋田・中安印刷所印刷,1337,,105.0
po002428,朝鮮図書館週間,全國一斉図書館週間、読書に生きよ！、昭和九年、十一月一日ヨリ、同七日マデ、朝鮮図書館研究会、Ryo,466,,145.0
po002429,台湾図書館週間,図書館週間、一月十一日ヨリ十七日マデ、一日一頁、主唱、台湾図書館協会、台湾教育会、,1661,,145.0
po002430,山形県図書館週間,親シメ読書、図書館週間、十一月一日ヨリ七日マデ、山形県立図書館、山形県図書館協会大仁堂印刷,1255,,144.0
po002431,長崎県図書館週間,図書館週間、11月1日－11月7日、生かせ！読書を生活に！、Ken、長崎県中央図書館、同囘覧文庫,1581,,144.0
po002432,台湾図書館週間,図書館週間、一月十一日ヨリ十七日マデ、主唱、台湾図書館協会、台湾教育会、台湾總督府図書館,530,,145.0
po002433,読書週間,読書週間、十一月六日から十二日まで、展覧会、毎日午前九時から午後五時まで、六日から十二日まで、昭和婦人風俗版畫展覧会、会場、神田區表神保町、東京堂、八日から十日まで、舞楽装束絵巻展覧会、麹町區九段下牛ヶ淵公園前、大橋図書館、図書展列、東京堂、三省堂、冨山房、丸善株式会社、岩松堂、その他、特殊閲覧室開設、當分午前九時から午後四時まで、研究室設置（有料）、児童室開設（無料）、学生自習室創設（無料）、主催、大橋図書館、九段下所在,653,,143.0
po002434,読書週間,更正ハ読書ヨリ、十一月一日ヨリ、七日マデ、山形県中央図書館、山形県図書館協会、山形大仁堂印刷,1442,,143.0
po002435,移動文庫,福島県立図書館、移動文庫、読め！時を惜んで！、場所、期日,1017,,153.0
po002436,外山滋ヴァイオリン演奏会,外山滋ヴァイオリン演奏会、ピアノ・池本純子、4月11・12日、PM・6.30、H.B.C.ラジオ劇場、5月例会は東京交響楽団演奏会、良い音楽をより安く・みんなの、函館勤労者音楽協議会、事務所、函館市東雲町5番地、TET（2）0510、KOUZOU、Kba、外山滋曲目、悪魔のトリル、協奏曲（ニ短調）、奏鳴曲（スプリング）、踊る人形、愛の悲しみ、カプリースNo.9、第一狂詩曲,1908,,172.0
po002437,関西学院グリークラブ　合唱演奏会,関西学院グリークラブ、合唱演奏会、KWANSEIGAKUINGLEECLUB、RECITAL、7月9日P.M.、6.30、於、HBCラジオ劇場、主催、函館芸術協会、山葉ピアノ、日本楽器,1847,199.0,171.0
po002438,大谷冽子　ソプラノ独唱会,大谷冽子、ソプラノ独唱会、KIYOKOOTANIrecital、曲目、歌劇「フイガロの結婚」より、モーツアルト、歌劇「フアスト」より、宝石の歌、グノー、…６月１２・１３日、６時半、会場、H・B・Cホール、函館芸術協会６月会員鑑賞会、会員申込は東雲町１２浅井薬局内芸協TEL1807、提供、北海道芸術鑑賞協会、東芝レコード、エンジェル・キャピトル,552,,172.0
po002439,労音　６月例会,労音、６月例会、日本のペニー・グッドマンをめざす誠実な演奏、洗練された都会的なスマートさとスイング感、鈴木章治とリズム・エース、みんなでつくる音楽の楽しみ、入会希望者は労音事務局にお申込下さい、函館勤労者音楽協議会、函館市東雲町五ノ一、篠木ビルTEL（２）１６７８、年に１度、三管編成による交響曲の饗宴、過去５年間のアンケートのトップを占めてきた待望の名指揮者とオーケストラの組合せ、名交響曲の夕べ、東京フィルハーモニー交響楽団、指揮・大町陽一郎、６月７日（日）P.M６．３０、”禁じられた遊び”で有名なイエペスの唯１人の愛弟子、日本が誇る若手ギターの第１人者、小原聖子、小原聖子ギター・リサイタル、６月２４日（水）P.M.６．３０、HBCホール,189,,106.0
po002440,グランドトリオの夕,９月鑑賞会、安川加嘉子、ジャンヌ・イスナール、鈴木聡、グランドトリオの夕、プログラム、モーツアルト、ピアノ三重奏曲、ト長調、ベートーヴエン、チエロ奏鳴曲、第３番、…於HBCラジオ劇場、９月１１日P・M・６・３０、函館芸術協会９月会員鑑賞会、主催、函館芸術協会、提供、北海道芸術鑑賞協会、東芝レコード、エンジェル・キャピトル,474,,58.0
po002442,北海道博,北海道博、１３０円の前売券は、幸運の乗用車をあなたへ、抽せん付前売入場券、抽せん日、昭和３３年５月３１日、特賞……１本、トヨタ自動車の乗用車「トヨペット、クラウン、デラックス」１台、…２重噴流式富士電機洗濯機、Kato,1064,,110.0
po002443,スタア誕生,CINEMASCOPEシネマスコープ、総天然色、スタア誕生、映画史上燐然と聳える世紀の豪華巨篇！！涙に綴られた感動の大ドラマ！！、ジュディ・ガーランド、ジェイムズ・メイスン、主演、ジャック・カースン、チャールズ・ビックフォード、共演、監督、ジョウジ・キュウカア、製作、シドニイ・ラフト、脚本、モス・ハアト、音楽監督、レイ・ハインドウフ、作詞、アイラ・ガアシュイン、作曲、ハロルド・アーレン、主題歌、コロムビアレコード、AStarisBorn、ワーナー・ブラザーズ映画配給※下辺に245*255サイズの用紙貼付有映画会の純益で五稜（欠損）小人動物園をつく（欠損）、文部省選定本年度最高優（欠損）、誰が見ても感銘に心うたれる名作！シネマスコープ始って以来の傑作、スタア誕（欠損）、全市民のご協力お願い申します★（欠損）、主催、子供動物園設立期成会、函館市教育委員会、北海道新聞社,1394,,55.0
po002444,1959教育映画祭,1959教育映画祭ポスター、THEEDUCATIONALFILMFESTIVAL、10月26日午后6時労働会館、主催、函館市教育委員会、後援、富士フイルム、さくらフイルム,1389,,162.0
po002445,夕鶴,本道初めての本格的オペラ公演、原作、木下順二、作曲指揮・団伊玖磨、演奏、東京交響楽団、5月2日午后6時開演、HBCラジオ劇場、入場料、指定席￥500、自由席￥350、tosio、後援、北海道教育委員会、北海道新聞、主催、北海道放送、提供・北洋相互銀行、山藤印刷会社,1226,,57.0
po002446,宮中雅楽初公開,宮中雅楽初公開、北海道新聞社創立十周年記念、期日、六月十二日、会場、函館市千代ヶ岱球場、雅楽器衣装展、（国宝秘蔵品）六月六日～十二日、札幌今井、主催、北海道新聞社、北海道、函館市、道教委、青函鉄道管理局、一般、前売券７０円、団体４０円、大・高校〃４０円〃３０円、中・小校〃３０円、〃２０円、札幌山藤印刷、KURIYAGAWA、1952,1745,191.0,43.0
po002447,プロムジカ弦楽四十奏曲演奏会,プロムジカ弦楽四十奏曲演奏会、放送開始３０周年記念、NHK、曲目、１弦楽四十奏曲、セレナード、作品３ノ５へ長調、…ハイドン作曲第１ヴァイオリン、岩淵竜太郎、第２ヴァイオリン、武内智子、ヴィオラ、小橋行雄、チエロ、松下修也、前賣券２００圓（當日２５０圓）、市内デパート・各楽器店・西村屋、７月２４日（日）后６．３０開演、於、遺愛女子高校講堂、主催、凾館放送局・ラジオサービスセンター、クロバー北海道バター,1014,,171.0
po002448,北海道大博覧会,北海道大博覧会、前売券当所で発売中、抽せん日、昭和三十三年五月三十一日、特賞…………１本、トヨタ自動車の乗用車「トヨペット、クラウン、デラックス」１台、１等……、オートバイならドリーム号、Kato,492,,155.0
po002449,武蔵野音楽大学演奏会,武蔵野音楽大学演奏会、指揮、パウル・カドウ、6月18日（火）6.30P.M、H.B.Cラジオ劇場、主宰、函館音楽協会、武蔵野音大校友会※下辺に115*400サイズの用紙貼付有一般券￥150、学生券￥80、各プレイガイド楽器店扱,1253,,171.0
po002450,ゲルハルト・ヒユッシュ独唱会,ゲルハルト・ヒユッシュ独唱会、NHK招聘、ピアノ伴奏、M・グルリット、GERHARDH¨USCH、★開催地、東京4月21・23・25日、大阪4月28、29日、京都・福岡・小倉・広島・宇部・長崎・熊本・大分・松山・岡山・札幌・函館・仙台・静岡・松本・名古屋・新潟、主催、日本放送協会、ラジオ・サービス・センター、ヒュッシュの代表名盤！冬の旅・詩人の恋、美しき水車屋の乙女、ビクターレコード、一九堂印刷印行※下辺に115*360サイズの用紙貼付有函館6月11日：公楽映画劇場（后6時開場・7時開演）、入場料A券（指定席）800円．B券600円．C券500円、前売券5月1日より発売・発売所、丸井．棒二デパート．古屋．ヤマコ．彩華楽器店．函館放送局,1109,,172.0
po002451,三国バレー発表会,●第一部JAZZ・VARIATION、●第2部くるみ割り人形、●第3部幽玄、17e、三国バレー発表会、●日時＝11月3日<金>PM3時／7時、●場所＝HBCラジオ劇場ホール、●主催＝三国バレー研究所、●後援＝函館市教育委員会／北海道新聞函館支社,1427,,170.0
po002452,北大グリーコール演奏会,北大グリーコール演奏会、賛助出演、酒井武雄氏、酒井淑子嬢、石見富子嬢、於、公民館、10月25日（土）、午后7時開演、主催、北海道大学水産学部音楽部、北海道大学水産学部学生自治会,638,,171.0
po002453,岩本真理ヴァイオリン演奏会,岩本真理ヴァイオリン演奏会、とき、4月13日6時、ところ、HBCラジオ劇場、主催・北海道新聞社・HBC函館放送・函館鑑賞協会、北海道芸術鑑賞協会提供、クロバー北海道バター,38,,172.0
po002454,1957教育映画祭,1957教育映画祭、THEEDUCATIONALFILMFESTIVAL、１地図と地形、２おふくろのバス旅行、３黒部峡谷、４ちびくろさんぼの虎退治、５いねむり一家、主催、道教委・市教委、後援、道新・映研、11月3日6時、消防本部ホール、、フジスコープM-I、フジカラー・シネ、富士フィルム、画像が明快で映写効果の良い、超微粒子USパンクロ、さくらシネフイルム、8ミリ16ミリ、さくらフイルムの小西六写真工業、太田印刷,1519,,162.0
po002455,NHK交響楽団特別演奏会,本道放送開始30周年記念、NHK交響楽団特別演奏会、指揮、ウィルヘルム・ロイフナー、曲目、１．真夏の夜の夢、序曲＝メンデルスゾーン＝、２．ヴァイオリン協奏曲、ト短調、＝ブルッフ＝、３．４．、7月2日（水）、午后6、30開演、函館市大谷高等学校体育館、前売券￥500、当日券、￥550、函館放送局、市内プレイガイド、前売開始6月1日（日）前10時から、主催、函館放送局・NHK交響楽団、1、000円のLP!、ダイアモンド・シリーズ、世界の名曲・最高の演奏家・最新の録音、クラシック”ベスト5”、ポピュラー新発売！！、好評発売中！コロムビアレコード,327,31.0,172.0
po002456,NHK交響楽団特別演奏会,NHK交響楽団特別演奏会、J・ローゼンストック指揮、日時、5月28日（月）、后7時開演、場所、青柳小学校講堂、曲目、１．歌劇エグモント序曲、ベートーヴェン作曲、２．３．４．、前売開始5月1日、入場券、当日券700円（椅子席）、前売券600円（椅子席）、学生券250円（立見）、前売所、市内各プレイガイド・楽器店、主催、函館放送局・NHK交響楽団、便利で楽しいお買物は、ステーションデパート、札幌駅地下,991,,172.0
po002457,諏訪根自子ヴァイオリン演奏会,Violinrecital、諏訪根自子、ヴァイオリン演奏会、8月23日6時半、於、HBCラジオ劇場、函館芸術協会8月会員鑑賞会、新会員募集中！申込は東雲町12浅井薬局内函館芸術協会え、TEL1807、提供北海道芸術鑑賞協会、東芝レコード、エンジェル・キャピトル,863,,172.0
po002458,ギリシャ政府派遣音楽使節による演奏会,ギリシャ政府派遣音楽使節による演奏会ポスター、王立ギリシヤ歌劇団ソリスト、テノール、ジャニス・カンパーニス、ソプラノ、アンナ・ランドウ、バリトン、ローランド・セッシ、3月14日（金）15日（土）6時半、函館HBCホール、主催、函館芸術協会、後援、北海道新聞社、新会員受付中！お申込みは東雲町12浅井薬局内函館芸術協会、TEL1807、提供、北海道芸術鑑賞協会、東芝レコード、エンジェル・キャピトル,1311,,171.0
po002459,岩本真理ヴァイオリン独奏会,岩本真理ヴァイオリン独奏会、ピアノ、鷲見五郎、VIOLINRECITAL、古典名曲の夕、5月26.27日P、M.6.30、H・B・Cホール、函館芸術協会5月会員鑑賞会、新入会申込は東雲町12浅井薬局内、芸協、TEL1807、提供、北海道芸術鑑賞協会、東芝レコード、エンジェル・キャピトル、,473,,172.0
po002460,天理高校吹奏楽部演奏会,●天理高校吹奏楽部、演奏会、主催、函館吹奏楽連盟、後援、函館市教育委員会、北海道新聞函館支社、とき○昭和36年8月15日｛后1時30分、后6時30分、ところ○函館HBC劇場,992,,171.0
po002461,中央大学マンドリンクラブ函館演奏会,中央大学マンドリンクラブ函館演奏会、日時７月２１日(火)PM.６．３０開演、場所、H.B.C劇場、入場料￥１５０（前売中）、主催、中央大学北海道々人会、後援、函館市教育委員会、北海道新聞社・H.B.C、中央大学楽員会,1140,,171.0
po002463,文楽,文楽、重要無形文化財指定、昼の部●寿式三番叟、●天網島時雨炬燵、紙屋内の段、●絵本太功記、尼ヶ崎の段、●新曲、小鍛冶、夜の部、●二人禿、野澤松之輔、作詞・作曲、●生写朝顔話、宿屋の段、●伽羅先代萩、御殿の段、●新曲、釣女、9月7、8日、特別入場料￥200、《只今入場券取り扱い中です》主催、財団法人公楽協会、後援、函館市教育委員会、NHK函館放送局、会場、公楽映画劇場,88,3.0,43.0
po002464,ロメオとジュリエット,貝谷八百子バレエ団、ロメオとジュリエット、ジェイクスピア作プロコフイエフ曲、バレエドラマチック3幕14場、函館芸術協会１０鑑賞会、１０月６日、P.M.6.30、公楽映画劇場、入会申込は東雲町12、浅井薬局内、函館芸術協会、TEL1807、主催函館芸術協会、後援、北海道新聞社、提供北海道芸術鑑賞協会、1958亙、東芝レコード、エンジェル・キャピトル,1483,,79.0
po002465,大阪日本万国博,人類の進歩と調和、EXPO’70、大阪昭和45年3月15日開会、日本万国博、日本万国博覧会協会／大阪市東区本町4丁目27-1、ArtdirectionandDesign:ShigeoFukudaReproductionSupervision:MakotoNakamuraPhoto:KazumiKurigamiPrintedbyToppanPrintingCo.Ltd.C1968、Printed印Japan,456,,155.0
po002466,函館総合卸見本市,函館総合卸見本市、主催、函館市、函館商工会議所、函館問屋連合会、函館物産協会、7月24日/28日、会場函館市立博物館、はの、函館第一印刷印行、函館広告社、東雲町13．T代表2-0191、7月28日迠,314,,115.0
po002468,エール大学グリークラブ演奏会,エール大学グリークラブ演奏会、指揮＝フェノ・ヒース★★★CONDUCTOR、FENNOHEATH・56人の男声合唱、主催＝全日本合唱連盟★★★★朝日新聞社・後援＝アメリカ大使館★★函館市・函館市教育委員会、札幌市・札幌市教育委員会、7月7日《水》P.M6：30、大谷高校体育館A・￥500、B・￥300、7月8日《木》P.M6：30、札幌市民会館、A・￥500、B・￥300、,913,,171.0
po002469,ロスアンゼルス交響楽団,ロスアンゼルス交響楽団、日米文化交歓使節、指揮、アルフレッド・ウォレンステイン、序曲（海賊）作品21、ベルリオーズ、ハイドンの主題による変奏曲作品56、組曲（アパラチアの春）アーロン・コープランド、交響曲第7番、イ長調作品92、ベートーヴェン、６JUNE、23日午後6時開演、札幌中島スポーツセンター、HBC本社・函館・旭川・帯広・小樽の各放送局、ほか各前売場にて5月20日一齋発賣！、前賣券、特別指定券￥1、200、A券￥900、B券￥600、主催、国際文化交換協会・北海道放送、後援、北海道新聞社、北海道教育委員会,415,,172.0
po002470,第24回音楽コンクール受賞者発表演奏会,第24回音楽コンクール受賞者発表演奏会、出演者、ヴァイオリン部門第１位広瀬悦子、ピアノ部門第１位水本雄三、チェロ部門第１位小野崎純、声楽部門第23回芝玲子、伴奏、萩原和子、1月14日(土)午後6.30開演、於HBC劇場、入場料、特別指定席250円、普通指定席200円、市内各プレイガイド楽器店で取扱います。、主催、NHK・毎日新聞・RSC,989,,171.0
